city,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,date
Delhi,2026-09-12 10:00:00,19.3,19.4,654.0,26.2,27.9,80.0,85,2026-09-12
Delhi,2026-09-12 11:00:00,18.6,18.7,500.0,21.8,28.1,99.0,82,2026-09-12
Delhi,2026-09-12 12:00:00,20.0,20.1,424.0,16.9,26.7,123.0,78,2026-09-12
Delhi,2026-09-12 13:00:00,21.2,25.8,386.0,12.0,24.4,149.0,75,2026-09-12
Delhi,2026-09-12 14:00:00,21.3,22.7,401.0,10.1,22.4,163.0,73,2026-09-12
Delhi,2026-09-12 15:00:00,21.6,25.1,502.0,13.3,21.0,158.0,71,2026-09-12
Delhi,2026-09-12 16:00:00,21.4,23.5,658.0,19.7,19.9,141.0,70,2026-09-12
Delhi,2026-09-12 17:00:00,20.3,20.7,786.0,19.1,17.6,126.0,74,2026-09-12
Delhi,2026-09-12 18:00:00,28.1,28.2,864.0,32.6,20.9,100.0,88,2026-09-12
Delhi,2026-09-12 19:00:00,37.6,37.7,915.0,50.9,25.3,65.0,92,2026-09-12
Delhi,2026-09-12 20:00:00,41.9,42.0,928.0,62.8,28.1,39.0,85,2026-09-12
Delhi,2026-09-12 21:00:00,44.1,44.2,888.0,62.8,27.9,33.0,74,2026-09-12
Delhi,2026-09-12 22:00:00,42.6,42.7,810.0,56.4,26.1,36.0,76,2026-09-12
Delhi,2026-09-12 23:00:00,39.3,39.5,724.0,49.1,24.3,41.0,78,2026-09-12
Delhi,2026-09-13 00:00:00,36.4,36.6,630.0,41.7,22.9,44.0,79,2026-09-13
Delhi,2026-09-13 01:00:00,34.0,34.0,528.0,33.3,21.5,48.0,80,2026-09-13
Delhi,2026-09-13 02:00:00,31.7,31.7,447.0,26.9,20.3,51.0,82,2026-09-13
Delhi,2026-09-13 03:00:00,29.6,29.6,397.0,24.0,19.4,48.0,83,2026-09-13
Delhi,2026-09-13 04:00:00,28.0,28.1,368.0,23.0,18.7,44.0,83,2026-09-13
Delhi,2026-09-13 05:00:00,24.3,24.3,359.0,23.0,13.8,37.0,84,2026-09-13
Delhi,2026-09-13 06:00:00,25.4,25.5,386.0,21.4,15.9,51.0,85,2026-09-13
Delhi,2026-09-13 07:00:00,28.5,28.5,433.0,19.1,18.8,71.0,85,2026-09-13
Delhi,2026-09-13 08:00:00,25.6,25.7,452.0,16.4,20.9,94.0,86,2026-09-13
Delhi,2026-09-13 09:00:00,23.8,24.3,413.0,12.8,21.6,123.0,87,2026-09-13
Delhi,2026-09-13 10:00:00,25.1,26.3,347.0,8.7,21.5,155.0,87,2026-09-13
Delhi,2026-09-13 11:00:00,27.1,40.0,297.0,5.8,21.0,177.0,87,2026-09-13
Delhi,2026-09-13 12:00:00,27.0,31.8,276.0,4.6,19.8,184.0,88,2026-09-13
Delhi,2026-09-13 13:00:00,26.4,29.6,272.0,4.4,18.1,181.0,89,2026-09-13
Delhi,2026-09-13 14:00:00,25.5,27.6,286.0,5.3,17.0,174.0,89,2026-09-13
Delhi,2026-09-13 15:00:00,24.7,26.0,329.0,7.2,16.7,164.0,113,2026-09-13
Delhi,2026-09-13 16:00:00,24.1,25.0,391.0,10.1,16.9,150.0,133,2026-09-13
Delhi,2026-09-13 17:00:00,24.6,25.8,443.0,13.4,17.6,124.0,145,2026-09-13
Delhi,2026-09-13 18:00:00,28.9,30.3,477.0,16.7,18.4,110.0,145,2026-09-13
Delhi,2026-09-13 19:00:00,30.5,31.2,501.0,21.2,19.5,91.0,135,2026-09-13
Delhi,2026-09-13 20:00:00,30.2,31.2,507.0,24.1,20.3,77.0,117,2026-09-13
Delhi,2026-09-13 21:00:00,29.6,31.2,486.0,24.0,20.6,73.0,94,2026-09-13
Delhi,2026-09-13 22:00:00,28.2,29.7,446.0,22.3,20.5,74.0,87,2026-09-13
Delhi,2026-09-13 23:00:00,25.7,30.6,405.0,20.5,20.1,74.0,86,2026-09-13
Mumbai,2026-08-15 00:00:00,13.6,28.6,141.0,5.9,4.2,44.0,65,2026-08-15
Mumbai,2026-08-15 01:00:00,13.8,31.1,120.0,5.2,3.8,45.0,65,2026-08-15
Mumbai,2026-08-15 02:00:00,12.8,28.6,107.0,4.7,3.7,45.0,64,2026-08-15
Mumbai,2026-08-15 03:00:00,12.0,25.9,102.0,4.6,3.9,45.0,64,2026-08-15
Mumbai,2026-08-15 04:00:00,11.7,24.8,106.0,4.7,4.2,44.0,64,2026-08-15
Mumbai,2026-08-15 05:00:00,13.9,32.6,126.0,5.0,3.8,45.0,64,2026-08-15
Mumbai,2026-08-15 06:00:00,14.2,33.5,178.0,5.7,4.0,44.0,64,2026-08-15
Mumbai,2026-08-15 07:00:00,14.8,34.7,245.0,6.6,4.3,44.0,64,2026-08-15
Mumbai,2026-08-15 08:00:00,15.4,36.1,284.0,7.2,4.9,46.0,63,2026-08-15
Mumbai,2026-08-15 09:00:00,15.5,36.1,267.0,7.4,6.0,52.0,63,2026-08-15
Mumbai,2026-08-15 10:00:00,17.9,39.7,222.0,7.3,7.3,60.0,63,2026-08-15
Mumbai,2026-08-15 11:00:00,18.5,40.5,185.0,7.0,8.2,68.0,63,2026-08-15
Mumbai,2026-08-15 12:00:00,20.3,41.7,170.0,6.3,8.5,77.0,63,2026-08-15
Mumbai,2026-08-15 13:00:00,20.8,41.4,165.0,5.4,8.4,87.0,63,2026-08-15
Mumbai,2026-08-15 14:00:00,20.5,41.4,163.0,5.2,8.2,90.0,63,2026-08-15
Mumbai,2026-08-15 15:00:00,18.7,38.5,164.0,6.4,7.7,82.0,63,2026-08-15
Mumbai,2026-08-15 16:00:00,17.3,37.5,169.0,8.3,7.1,68.0,63,2026-08-15
Mumbai,2026-08-15 17:00:00,18.3,40.6,181.0,7.9,6.6,63.0,63,2026-08-15
Mumbai,2026-08-15 18:00:00,17.1,39.7,206.0,8.5,6.5,58.0,64,2026-08-15
Mumbai,2026-08-15 19:00:00,16.2,35.0,238.0,9.3,6.3,50.0,64,2026-08-15
Mumbai,2026-08-15 20:00:00,16.3,34.7,264.0,9.7,6.1,45.0,63,2026-08-15
Mumbai,2026-08-15 21:00:00,17.1,38.0,284.0,9.5,6.0,44.0,63,2026-08-15
Mumbai,2026-08-15 22:00:00,17.3,37.7,298.0,8.9,6.0,44.0,64,2026-08-15
Mumbai,2026-08-15 23:00:00,16.2,35.2,293.0,8.2,5.8,45.0,64,2026-08-15
Mumbai,2026-08-16 00:00:00,16.5,36.8,255.0,7.3,5.4,46.0,64,2026-08-16
Mumbai,2026-08-16 01:00:00,16.5,37.0,199.0,6.2,4.8,47.0,64,2026-08-16
Mumbai,2026-08-16 02:00:00,15.1,34.7,155.0,5.3,4.4,48.0,64,2026-08-16
Mumbai,2026-08-16 03:00:00,13.9,32.0,134.0,4.8,4.1,48.0,64,2026-08-16
Mumbai,2026-08-16 04:00:00,13.0,31.0,126.0,4.6,3.8,49.0,64,2026-08-16
Mumbai,2026-08-16 05:00:00,12.0,29.5,133.0,3.7,3.2,50.0,65,2026-08-16
Mumbai,2026-08-16 06:00:00,12.3,30.6,170.0,4.5,3.8,50.0,64,2026-08-16
Mumbai,2026-08-16 07:00:00,13.5,30.9,223.0,5.6,4.7,50.0,64,2026-08-16
Mumbai,2026-08-16 08:00:00,14.2,31.7,249.0,6.2,5.4,52.0,64,2026-08-16
Mumbai,2026-08-16 09:00:00,15.8,35.5,220.0,5.7,5.8,58.0,64,2026-08-16
Mumbai,2026-08-16 10:00:00,16.9,39.2,164.0,4.7,6.0,65.0,64,2026-08-16
Mumbai,2026-08-16 11:00:00,17.0,38.5,123.0,4.0,6.2,72.0,64,2026-08-16
Mumbai,2026-08-16 12:00:00,18.0,38.9,115.0,3.9,6.6,78.0,64,2026-08-16
Mumbai,2026-08-16 13:00:00,18.5,37.7,122.0,4.1,7.0,82.0,64,2026-08-16
Mumbai,2026-08-16 14:00:00,17.7,35.3,130.0,4.4,7.1,83.0,64,2026-08-16
Mumbai,2026-08-16 15:00:00,16.7,34.7,135.0,4.8,6.6,77.0,63,2026-08-16
Mumbai,2026-08-16 16:00:00,15.4,30.3,142.0,5.2,5.8,66.0,63,2026-08-16
Mumbai,2026-08-16 17:00:00,13.7,32.4,149.0,6.3,4.7,54.0,63,2026-08-16
Mumbai,2026-08-16 18:00:00,13.5,29.6,160.0,6.8,5.1,52.0,63,2026-08-16
Mumbai,2026-08-16 19:00:00,14.0,31.2,171.0,7.5,5.6,50.0,62,2026-08-16
Mumbai,2026-08-16 20:00:00,14.3,30.2,176.0,7.8,5.8,48.0,62,2026-08-16
Mumbai,2026-08-16 21:00:00,14.3,30.7,170.0,7.3,5.6,48.0,62,2026-08-16
Mumbai,2026-08-16 22:00:00,14.3,31.8,159.0,6.5,5.0,50.0,62,2026-08-16
Mumbai,2026-08-16 23:00:00,14.0,31.1,146.0,5.6,4.5,51.0,62,2026-08-16
Mumbai,2026-08-17 00:00:00,12.5,26.7,133.0,4.8,3.9,51.0,61,2026-08-17
Mumbai,2026-08-17 01:00:00,11.0,22.5,119.0,4.0,3.3,51.0,61,2026-08-17
Mumbai,2026-08-17 02:00:00,10.3,20.6,109.0,3.4,2.9,51.0,61,2026-08-17
Mumbai,2026-08-17 03:00:00,10.5,23.3,102.0,3.1,2.7,50.0,60,2026-08-17
Mumbai,2026-08-17 04:00:00,11.1,25.9,98.0,3.1,2.7,49.0,60,2026-08-17
Mumbai,2026-08-17 05:00:00,9.8,20.7,107.0,3.2,2.7,49.0,60,2026-08-17
Mumbai,2026-08-17 06:00:00,10.4,21.5,140.0,4.5,3.3,48.0,60,2026-08-17
Mumbai,2026-08-17 07:00:00,11.3,22.3,185.0,6.1,4.2,46.0,60,2026-08-17
Mumbai,2026-08-17 08:00:00,12.7,24.7,214.0,7.2,4.9,47.0,59,2026-08-17
Mumbai,2026-08-17 09:00:00,14.2,28.5,209.0,6.9,5.5,52.0,59,2026-08-17
Mumbai,2026-08-17 10:00:00,16.0,33.1,188.0,6.0,5.9,59.0,59,2026-08-17
Mumbai,2026-08-17 11:00:00,16.1,33.8,170.0,5.4,6.2,63.0,59,2026-08-17
Mumbai,2026-08-17 12:00:00,15.7,34.7,161.0,5.4,6.1,61.0,59,2026-08-17
Mumbai,2026-08-17 13:00:00,15.9,33.9,155.0,5.7,5.8,57.0,59,2026-08-17
Mumbai,2026-08-17 14:00:00,15.2,31.5,157.0,6.4,5.6,52.0,59,2026-08-17
Mumbai,2026-08-17 15:00:00,14.6,28.7,171.0,7.8,5.6,49.0,58,2026-08-17
Mumbai,2026-08-17 16:00:00,14.7,28.6,193.0,9.5,5.8,46.0,58,2026-08-17
Mumbai,2026-08-17 17:00:00,17.9,38.0,210.0,5.8,4.5,51.0,58,2026-08-17
Mumbai,2026-08-17 18:00:00,16.6,35.5,219.0,6.3,4.6,48.0,59,2026-08-17
Mumbai,2026-08-17 19:00:00,15.8,31.0,224.0,7.0,4.8,43.0,59,2026-08-17
Mumbai,2026-08-17 20:00:00,14.6,30.5,222.0,7.5,4.9,40.0,59,2026-08-17
Mumbai,2026-08-17 21:00:00,12.8,25.4,211.0,7.5,5.0,39.0,59,2026-08-17
Mumbai,2026-08-17 22:00:00,12.2,23.1,194.0,7.3,5.1,39.0,59,2026-08-17
Mumbai,2026-08-17 23:00:00,12.5,24.3,176.0,6.9,5.0,39.0,59,2026-08-17
Mumbai,2026-08-18 00:00:00,12.1,24.9,156.0,6.1,4.7,39.0,59,2026-08-18
Mumbai,2026-08-18 01:00:00,11.8,24.2,134.0,5.1,4.2,38.0,58,2026-08-18
Mumbai,2026-08-18 02:00:00,12.7,26.0,118.0,4.4,3.8,38.0,59,2026-08-18
Mumbai,2026-08-18 03:00:00,12.8,27.0,108.0,4.1,3.6,37.0,59,2026-08-18
Mumbai,2026-08-18 04:00:00,12.8,29.0,105.0,4.0,3.5,37.0,59,2026-08-18
Mumbai,2026-08-18 05:00:00,12.2,30.9,114.0,3.8,3.4,39.0,59,2026-08-18
Mumbai,2026-08-18 06:00:00,12.1,29.6,151.0,4.9,3.9,37.0,59,2026-08-18
Mumbai,2026-08-18 07:00:00,11.6,26.1,201.0,6.5,4.5,34.0,59,2026-08-18
Mumbai,2026-08-18 08:00:00,13.4,29.9,229.0,7.3,5.2,36.0,59,2026-08-18
Mumbai,2026-08-18 09:00:00,13.7,27.1,213.0,6.7,5.9,46.0,59,2026-08-18
Mumbai,2026-08-18 10:00:00,13.6,24.7,175.0,5.4,6.6,59.0,59,2026-08-18
Mumbai,2026-08-18 11:00:00,15.0,25.6,146.0,4.4,7.0,69.0,59,2026-08-18
Mumbai,2026-08-18 12:00:00,15.4,26.1,138.0,4.0,6.8,72.0,59,2026-08-18
Mumbai,2026-08-18 13:00:00,14.6,24.4,139.0,3.8,6.2,71.0,59,2026-08-18
Mumbai,2026-08-18 14:00:00,14.4,24.3,145.0,4.0,5.7,68.0,59,2026-08-18
Mumbai,2026-08-18 15:00:00,15.3,25.5,159.0,4.6,5.4,63.0,59,2026-08-18
Mumbai,2026-08-18 16:00:00,14.5,23.9,178.0,5.5,5.1,56.0,59,2026-08-18
Mumbai,2026-08-18 17:00:00,15.5,30.3,194.0,6.3,3.6,42.0,59,2026-08-18
Mumbai,2026-08-18 18:00:00,15.8,31.2,205.0,6.7,3.9,40.0,59,2026-08-18
Mumbai,2026-08-18 19:00:00,15.9,31.2,214.0,7.3,4.3,38.0,59,2026-08-18
Mumbai,2026-08-18 20:00:00,15.3,28.8,214.0,7.5,4.5,36.0,59,2026-08-18
Mumbai,2026-08-18 21:00:00,14.7,28.1,203.0,6.9,4.3,36.0,59,2026-08-18
Mumbai,2026-08-18 22:00:00,13.4,24.9,184.0,5.9,4.0,37.0,59,2026-08-18
Mumbai,2026-08-18 23:00:00,12.5,22.9,165.0,5.0,3.6,38.0,59,2026-08-18
Mumbai,2026-08-19 00:00:00,11.7,21.7,144.0,4.1,3.2,38.0,59,2026-08-19
Mumbai,2026-08-19 01:00:00,11.4,21.9,122.0,3.3,2.7,39.0,59,2026-08-19
Mumbai,2026-08-19 02:00:00,10.9,21.4,108.0,2.8,2.4,39.0,59,2026-08-19
Mumbai,2026-08-19 03:00:00,10.8,21.6,102.0,2.6,2.3,39.0,59,2026-08-19
Mumbai,2026-08-19 04:00:00,10.9,22.4,103.0,2.8,2.5,39.0,59,2026-08-19
Mumbai,2026-08-19 05:00:00,12.7,29.4,119.0,3.4,2.8,40.0,59,2026-08-19
Mumbai,2026-08-19 06:00:00,12.9,29.4,166.0,4.9,3.5,39.0,59,2026-08-19
Mumbai,2026-08-19 07:00:00,12.9,27.9,229.0,6.8,4.5,37.0,59,2026-08-19
Mumbai,2026-08-19 08:00:00,14.0,28.8,264.0,7.9,5.3,39.0,59,2026-08-19
Mumbai,2026-08-19 09:00:00,13.7,28.3,246.0,7.2,5.6,47.0,59,2026-08-19
Mumbai,2026-08-19 10:00:00,14.1,27.6,202.0,5.6,5.6,59.0,59,2026-08-19
Mumbai,2026-08-19 11:00:00,14.0,24.7,167.0,4.4,5.6,68.0,59,2026-08-19
Mumbai,2026-08-19 12:00:00,13.9,23.9,155.0,4.2,5.6,72.0,59,2026-08-19
Mumbai,2026-08-19 13:00:00,15.3,27.0,151.0,4.4,5.5,73.0,59,2026-08-19
Mumbai,2026-08-19 14:00:00,14.7,26.2,155.0,5.0,5.4,71.0,59,2026-08-19
Mumbai,2026-08-19 15:00:00,14.8,26.6,167.0,6.1,5.2,63.0,59,2026-08-19
Mumbai,2026-08-19 16:00:00,13.9,26.1,186.0,7.5,4.9,52.0,59,2026-08-19
Mumbai,2026-08-19 17:00:00,16.0,31.8,202.0,8.6,4.8,45.0,59,2026-08-19
Mumbai,2026-08-19 18:00:00,15.0,29.4,215.0,8.3,4.7,43.0,59,2026-08-19
Mumbai,2026-08-19 19:00:00,15.0,30.2,227.0,7.9,4.7,40.0,59,2026-08-19
Mumbai,2026-08-19 20:00:00,14.6,29.9,229.0,7.4,4.5,38.0,59,2026-08-19
Mumbai,2026-08-19 21:00:00,14.3,30.0,218.0,6.6,4.2,38.0,58,2026-08-19
Mumbai,2026-08-19 22:00:00,14.0,30.4,197.0,5.7,3.9,39.0,58,2026-08-19
Mumbai,2026-08-19 23:00:00,13.5,29.5,176.0,4.9,3.5,40.0,58,2026-08-19
Mumbai,2026-08-20 00:00:00,12.6,27.7,153.0,4.1,3.1,41.0,59,2026-08-20
Mumbai,2026-08-20 01:00:00,11.8,24.7,129.0,3.3,2.6,41.0,59,2026-08-20
Mumbai,2026-08-20 02:00:00,11.4,24.5,112.0,2.9,2.4,41.0,59,2026-08-20
Mumbai,2026-08-20 03:00:00,10.8,21.4,102.0,2.8,2.4,40.0,59,2026-08-20
Mumbai,2026-08-20 04:00:00,10.9,23.7,100.0,3.1,2.6,40.0,59,2026-08-20
Mumbai,2026-08-20 05:00:00,10.7,21.1,113.0,3.2,2.6,39.0,59,2026-08-20
Mumbai,2026-08-20 06:00:00,11.0,23.1,159.0,4.3,3.3,38.0,59,2026-08-20
Mumbai,2026-08-20 07:00:00,12.0,21.4,220.0,5.7,4.2,37.0,58,2026-08-20
Mumbai,2026-08-20 08:00:00,12.4,22.5,255.0,6.6,5.0,39.0,58,2026-08-20
Mumbai,2026-08-20 09:00:00,12.3,23.8,236.0,6.2,5.4,48.0,58,2026-08-20
Mumbai,2026-08-20 10:00:00,13.0,25.0,189.0,5.2,5.7,60.0,58,2026-08-20
Mumbai,2026-08-20 11:00:00,13.9,26.0,154.0,4.5,5.8,69.0,58,2026-08-20
Mumbai,2026-08-20 12:00:00,15.3,27.2,145.0,4.5,5.8,72.0,58,2026-08-20
Mumbai,2026-08-20 13:00:00,14.6,25.9,148.0,4.8,5.6,72.0,58,2026-08-20
Mumbai,2026-08-20 14:00:00,14.3,25.4,155.0,5.3,5.4,70.0,58,2026-08-20
Mumbai,2026-08-20 15:00:00,14.0,25.5,165.0,6.1,5.2,64.0,58,2026-08-20
Mumbai,2026-08-20 16:00:00,13.7,26.3,180.0,7.1,5.1,55.0,58,2026-08-20
Mumbai,2026-08-20 17:00:00,16.8,34.8,196.0,7.4,4.7,49.0,58,2026-08-20
Mumbai,2026-08-20 18:00:00,16.9,34.0,218.0,8.1,5.0,45.0,58,2026-08-20
Mumbai,2026-08-20 19:00:00,16.1,32.0,241.0,9.0,5.4,40.0,58,2026-08-20
Mumbai,2026-08-20 20:00:00,15.1,29.7,250.0,9.3,5.5,37.0,58,2026-08-20
Mumbai,2026-08-20 21:00:00,14.2,28.4,235.0,8.4,5.2,37.0,58,2026-08-20
Mumbai,2026-08-20 22:00:00,13.6,27.2,207.0,7.0,4.6,39.0,58,2026-08-20
Mumbai,2026-08-20 23:00:00,13.2,27.1,179.0,5.7,4.0,40.0,58,2026-08-20
Mumbai,2026-08-21 00:00:00,12.5,25.0,155.0,4.9,3.6,41.0,58,2026-08-21
Mumbai,2026-08-21 01:00:00,11.9,23.5,132.0,4.2,3.1,41.0,58,2026-08-21
Mumbai,2026-08-21 02:00:00,11.9,24.6,117.0,3.8,2.9,41.0,58,2026-08-21
Mumbai,2026-08-21 03:00:00,11.4,23.5,108.0,3.6,2.8,41.0,58,2026-08-21
Mumbai,2026-08-21 04:00:00,11.7,25.0,107.0,3.5,2.9,40.0,58,2026-08-21
Mumbai,2026-08-21 05:00:00,11.9,24.6,122.0,3.7,2.8,40.0,58,2026-08-21
Mumbai,2026-08-21 06:00:00,12.2,24.7,172.0,4.8,3.3,39.0,58,2026-08-21
Mumbai,2026-08-21 07:00:00,12.8,25.6,238.0,6.4,4.0,38.0,59,2026-08-21
Mumbai,2026-08-21 08:00:00,13.4,25.8,274.0,7.2,4.6,40.0,59,2026-08-21
Mumbai,2026-08-21 09:00:00,13.5,25.4,249.0,6.5,4.9,47.0,59,2026-08-21
Mumbai,2026-08-21 10:00:00,13.4,24.8,195.0,5.1,5.1,57.0,59,2026-08-21
Mumbai,2026-08-21 11:00:00,13.4,25.0,155.0,4.2,5.2,65.0,59,2026-08-21
Mumbai,2026-08-21 12:00:00,14.3,25.0,149.0,4.5,5.4,70.0,59,2026-08-21
Mumbai,2026-08-21 13:00:00,14.0,24.3,157.0,5.3,5.7,72.0,59,2026-08-21
Mumbai,2026-08-21 14:00:00,14.7,25.5,169.0,6.0,5.7,72.0,59,2026-08-21
Mumbai,2026-08-21 15:00:00,14.1,24.7,181.0,6.5,5.3,67.0,59,2026-08-21
Mumbai,2026-08-21 16:00:00,13.0,23.7,197.0,7.0,4.7,58.0,59,2026-08-21
Mumbai,2026-08-21 17:00:00,17.2,36.9,216.0,5.9,3.4,48.0,59,2026-08-21
Mumbai,2026-08-21 18:00:00,16.4,35.0,239.0,6.2,3.6,46.0,59,2026-08-21
Mumbai,2026-08-21 19:00:00,16.5,34.5,264.0,6.6,3.8,44.0,59,2026-08-21
Mumbai,2026-08-21 20:00:00,16.5,34.0,285.0,6.9,4.1,42.0,59,2026-08-21
Mumbai,2026-08-21 21:00:00,16.4,33.2,306.0,7.1,4.4,41.0,59,2026-08-21
Mumbai,2026-08-21 22:00:00,16.5,33.5,323.0,7.3,4.7,42.0,59,2026-08-21
Mumbai,2026-08-21 23:00:00,15.9,31.8,318.0,7.1,4.8,42.0,59,2026-08-21
Mumbai,2026-08-22 00:00:00,14.6,27.6,273.0,6.4,4.5,43.0,59,2026-08-22
Mumbai,2026-08-22 01:00:00,13.0,25.0,206.0,5.4,4.0,43.0,60,2026-08-22
Mumbai,2026-08-22 02:00:00,11.9,23.6,155.0,4.7,3.7,44.0,60,2026-08-22
Mumbai,2026-08-22 03:00:00,11.4,22.4,127.0,4.5,3.7,44.0,60,2026-08-22
Mumbai,2026-08-22 04:00:00,11.1,21.9,115.0,4.6,3.9,44.0,60,2026-08-22
Mumbai,2026-08-22 05:00:00,10.4,21.5,132.0,4.4,3.3,44.0,60,2026-08-22
Mumbai,2026-08-22 06:00:00,10.9,22.2,209.0,5.4,3.7,43.0,59,2026-08-22
Mumbai,2026-08-22 07:00:00,12.3,24.9,316.0,6.7,4.3,42.0,59,2026-08-22
Mumbai,2026-08-22 08:00:00,14.0,28.5,375.0,7.4,4.8,44.0,59,2026-08-22
Mumbai,2026-08-22 09:00:00,15.5,31.2,338.0,7.0,5.3,52.0,59,2026-08-22
Mumbai,2026-08-22 10:00:00,16.2,32.1,253.0,6.0,5.7,63.0,60,2026-08-22
Mumbai,2026-08-22 11:00:00,17.7,33.6,187.0,5.3,5.9,71.0,60,2026-08-22
Mumbai,2026-08-22 12:00:00,17.3,33.5,165.0,5.2,5.6,72.0,60,2026-08-22
Mumbai,2026-08-22 13:00:00,15.5,30.2,163.0,5.4,5.1,69.0,60,2026-08-22
Mumbai,2026-08-22 14:00:00,15.0,27.6,175.0,5.7,4.7,65.0,60,2026-08-22
Mumbai,2026-08-22 15:00:00,14.1,25.6,206.0,6.0,4.6,62.0,60,2026-08-22
Mumbai,2026-08-22 16:00:00,13.4,24.3,252.0,6.4,4.6,57.0,60,2026-08-22
Mumbai,2026-08-22 17:00:00,15.6,30.3,288.0,6.8,3.4,46.0,61,2026-08-22
Mumbai,2026-08-22 18:00:00,15.7,30.9,309.0,6.9,3.5,44.0,60,2026-08-22
Mumbai,2026-08-22 19:00:00,15.4,30.7,322.0,7.0,3.7,41.0,60,2026-08-22
Mumbai,2026-08-22 20:00:00,15.7,31.3,320.0,7.1,3.9,39.0,60,2026-08-22
Mumbai,2026-08-22 21:00:00,15.4,31.3,299.0,7.1,4.0,38.0,60,2026-08-22
Mumbai,2026-08-22 22:00:00,15.0,30.4,264.0,7.0,4.1,39.0,60,2026-08-22
Mumbai,2026-08-22 23:00:00,14.2,28.8,228.0,6.7,4.1,39.0,60,2026-08-22
Mumbai,2026-08-23 00:00:00,13.9,28.8,190.0,6.1,3.9,39.0,60,2026-08-23
Mumbai,2026-08-23 01:00:00,13.6,29.5,152.0,5.3,3.5,40.0,60,2026-08-23
Mumbai,2026-08-23 02:00:00,13.0,28.5,124.0,4.7,3.3,40.0,60,2026-08-23
Mumbai,2026-08-23 03:00:00,13.5,32.2,108.0,4.3,3.2,40.0,60,2026-08-23
Mumbai,2026-08-23 04:00:00,13.4,32.2,103.0,4.1,3.2,41.0,60,2026-08-23
Mumbai,2026-08-23 05:00:00,13.0,31.5,122.0,4.0,3.1,40.0,60,2026-08-23
Mumbai,2026-08-23 06:00:00,13.5,32.8,192.0,4.6,3.7,40.0,60,2026-08-23
Mumbai,2026-08-23 07:00:00,13.8,32.4,286.0,5.4,4.6,41.0,61,2026-08-23
Mumbai,2026-08-23 08:00:00,14.6,32.1,334.0,5.8,5.3,44.0,61,2026-08-23
Mumbai,2026-08-23 09:00:00,15.5,33.1,289.0,5.4,5.7,52.0,61,2026-08-23
Mumbai,2026-08-23 10:00:00,15.9,33.8,199.0,4.6,6.1,63.0,61,2026-08-23
Mumbai,2026-08-23 11:00:00,16.2,34.0,131.0,4.0,6.2,71.0,61,2026-08-23
Mumbai,2026-08-23 12:00:00,16.8,34.7,116.0,3.6,6.2,76.0,61,2026-08-23
Mumbai,2026-08-23 13:00:00,16.6,35.0,123.0,3.4,5.9,78.0,61,2026-08-23
Mumbai,2026-08-23 14:00:00,15.6,32.6,133.0,3.6,5.7,77.0,61,2026-08-23
Mumbai,2026-08-23 15:00:00,14.8,31.4,139.0,4.4,5.4,70.0,61,2026-08-23
Mumbai,2026-08-23 16:00:00,14.1,29.3,148.0,5.5,5.0,60.0,61,2026-08-23
Mumbai,2026-08-23 17:00:00,15.4,34.1,161.0,5.0,3.7,50.0,61,2026-08-23
Mumbai,2026-08-23 18:00:00,14.4,33.1,182.0,5.3,3.9,47.0,61,2026-08-23
Mumbai,2026-08-23 19:00:00,14.4,31.8,207.0,5.6,4.1,43.0,61,2026-08-23
Mumbai,2026-08-23 20:00:00,14.2,31.8,221.0,5.8,4.3,40.0,61,2026-08-23
Mumbai,2026-08-23 21:00:00,14.1,31.9,215.0,5.8,4.3,40.0,61,2026-08-23
Mumbai,2026-08-23 22:00:00,14.4,31.8,198.0,5.6,4.2,40.0,60,2026-08-23
Mumbai,2026-08-23 23:00:00,14.3,31.5,178.0,5.3,4.0,41.0,60,2026-08-23
Mumbai,2026-08-24 00:00:00,15.0,35.2,156.0,4.8,3.7,41.0,60,2026-08-24
Mumbai,2026-08-24 01:00:00,14.8,35.2,132.0,4.2,3.2,41.0,61,2026-08-24
Mumbai,2026-08-24 02:00:00,14.1,33.2,116.0,3.9,3.0,41.0,61,2026-08-24
Mumbai,2026-08-24 03:00:00,13.5,31.9,105.0,3.8,3.0,41.0,61,2026-08-24
Mumbai,2026-08-24 04:00:00,13.1,31.3,103.0,4.0,3.2,40.0,61,2026-08-24
Mumbai,2026-08-24 05:00:00,14.1,35.5,123.0,4.4,3.3,41.0,61,2026-08-24
Mumbai,2026-08-24 06:00:00,15.0,37.7,194.0,5.5,4.3,41.0,61,2026-08-24
Mumbai,2026-08-24 07:00:00,15.3,36.3,288.0,7.0,5.7,41.0,61,2026-08-24
Mumbai,2026-08-24 08:00:00,15.7,36.6,340.0,7.9,6.8,45.0,61,2026-08-24
Mumbai,2026-08-24 09:00:00,16.5,36.6,307.0,7.5,7.4,57.0,61,2026-08-24
Mumbai,2026-08-24 10:00:00,17.2,36.2,232.0,6.5,7.8,74.0,61,2026-08-24
Mumbai,2026-08-24 11:00:00,18.2,37.0,173.0,5.7,7.9,86.0,61,2026-08-24
Mumbai,2026-08-24 12:00:00,18.9,37.6,155.0,5.4,7.5,91.0,61,2026-08-24
Mumbai,2026-08-24 13:00:00,18.6,37.8,154.0,5.4,6.9,91.0,62,2026-08-24
